Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5V1YyUMhty1NCO3zVePAtR,"Cangrinaje","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,211765,61,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.723,0.403,8,-8.672,0,0.0554,0.314,0.0000465,0.198,0.524,137.797,4
spotify:track:74Y6PcHH1FU0ZXb34GHbsB,"Ja Morant","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,193165,51,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.857,0.615,10,-8.693,0,0.1,0.0815,0.0104,0.0785,0.797,157.967,4
spotify:track:2eOa1UyX6OTLeRvvMG7GGe,"FAXXXxxx","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,143584,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.862,0.525,1,-8.267,1,0.292,0.0252,0.000471,0.215,0.573,119.99,4
spotify:track:51sjjUw21urcdtgD9HzJK6,"ABAMA Jr. Suite","Me Muevo Con Dios","Cruz Cafuné;LEÏTI",2023-05-25,165250,53,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.704,0.533,6,-7.376,1,0.0678,0.302,0.000219,0.215,0.465,139.947,4
spotify:track:7x011H8oZwGYBuXQQfGpu4,"Folelé","Me Muevo Con Dios","Cruz Cafuné;Boj",2023-05-25,228000,54,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"alté,afrobeats,afroswing,afrobeat,r&b afro,afropop,afro soul","MÉCÈN Ent.",0.592,0.575,5,-9.681,0,0.098,0.023,0.119,0.0714,0.829,113.078,4
spotify:track:3UaWEFGSdbzWAMBUcdIMeR,"RE-UP","Me Muevo Con Dios","Cruz Cafuné;Kris Floyd",2023-05-25,205500,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"trap latino","MÉCÈN Ent.",0.886,0.336,11,-9.827,0,0.0671,0.133,0.00543,0.123,0.249,98.974,4
spotify:track:0GIdaVAY3go0PhjNFmAyfA,"Close friends ☆","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,126124,50,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.644,0.173,2,-14.498,0,0.0613,0.765,0.00000519,0.0874,0.658,129.599,4
spotify:track:2zszFR3VtHLhYRR0BJNxhV,"1€ cada vez","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,258875,46,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.747,0.485,8,-8.62,0,0.262,0.369,0.0000171,0.171,0.724,165.049,3
spotify:track:40irSq1hoBAZuPLgxiQ7ge,"Sangre y Fe","Me Muevo Con Dios","Cruz Cafuné;Quevedo",2023-05-25,231500,55,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.671,0.56,11,-8.29,0,0.0783,0.17,0.00077,0.367,0.243,139.948,4
spotify:track:42iXkSBfgzE7YyvKGZ7NzV,"goofy ahh luv joint","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,179624,59,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.912,0.39,2,-11.246,0,0.0808,0.0315,0.00132,0.0793,0.293,129.96,4
spotify:track:6zXVgGdE1mh6OEl10kshjE,"LUISAViAROMA","Me Muevo Con Dios","Cruz Cafuné;LaBlackie",2023-05-25,193000,48,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"neoperreo","MÉCÈN Ent.",0.846,0.545,2,-8.866,1,0.0937,0.0978,0.0005,0.0614,0.601,120.042,4
spotify:track:6m7cwNcYKz8AGOMTaH6xzP,"Retro 11s","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,194875,58,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.737,0.376,10,-9.812,0,0.201,0.0593,0.00025,0.11,0.48,159.986,4
spotify:track:3UZQFk3N3ghIAMcHTrJQ9l,"Corintios 13:12","Me Muevo Con Dios","Cruz Cafuné;Westside Gunn",2023-05-25,188000,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"boom bap,hip hop alternativo,jazz rap,hip hop experimental","MÉCÈN Ent.",0.485,0.597,9,-9.335,1,0.193,0.32,0,0.555,0.716,77.576,4
spotify:track:1Hrucz5n0cjYuPApCk8VkL,"Movezz en silencio","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,180374,62,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.795,0.314,11,-15.571,1,0.321,0.634,0.0000136,0.0964,0.279,111.049,4
spotify:track:53NZHEKV3oJx2PdEpGBhYg,"G WAGON","Me Muevo Con Dios","Cruz Cafuné;La Pantera",2023-05-25,157791,53,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.75,0.622,1,-8.409,1,0.167,0.0421,0.000383,0.153,0.488,173.916,4
spotify:track:2TrtWQKmcdoSGjsJDc3N64,"Practice","Me Muevo Con Dios","Cruz Cafuné;Hoke",2023-05-25,227708,56,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.55,0.668,2,-6.095,1,0.145,0.0759,0.0000093,0.346,0.304,94.998,4
spotify:track:4bAG9Mz1vUZmAHbVFArCru,"Fabiola","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,238007,49,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.397,0.362,9,-9.47,0,0.0425,0.34,0.0112,0.122,0.263,80.872,3
spotify:track:0ojp3rI6wfc6GjATk2SEir,"Me Muevo Con Dios","Me Muevo Con Dios","Cruz Cafuné",2023-05-25,387367,53,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:01Z,"","MÉCÈN Ent.",0.694,0.517,1,-8.362,0,0.313,0.443,0.0000107,0.0994,0.523,88.903,4
spotify:track:3x4N8cIomNkSmm0WiA8xqQ,"Te Enamoraste de un G","Maracucho Bueno Muere Chiquito","Cruz Cafuné;Sholo Truth",2018-03-16,286803,55,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:15Z,"g-funk","MÉCÈN Ent.",0.648,0.646,2,-7.179,0,0.151,0.0881,0.00000325,0.696,0.439,89.999,4
spotify:track:0duM6rfxvpnpAALDHFmTFS,"Muchoperro","Muchoperro","Juseph;Cruz Cafuné;Wiso Rivera",2022-09-02,219534,63,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:34Z,"","Juseph",0.851,0.748,4,-4.568,0,0.0388,0.491,0,0.621,0.971,116.969,4
spotify:track:6S8uVRVYlNsXLQ57FCWpt8,"la raíz d€l mal","blu€s","Cruz Cafuné",2024-07-19,133767,49,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:46Z,"","MÉCÈN Ent.",0.62,0.514,11,-8.842,1,0.035,0.0217,0.00000231,0.0747,0.238,92.145,4
spotify:track:64HBLJQcr4KpIuCT9W72Fq,"Lo Pues Intentar","Moonlight922","Cruz Cafuné",2020-01-10,199948,58,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:05:57Z,"","MÉCÈN Ent.",0.905,0.373,5,-11.038,0,0.234,0.592,0,0.119,0.749,107.972,4
spotify:track:1ZdhuKXOw9e2YxFdAZaUhC,"BALENCIAGA","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,172500,55,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.549,0.569,0,-8.742,0,0.13,0.218,0,0.205,0.713,97.08,4
spotify:track:7013pu5Eiovg2QLxpdliQY,"TANTO POR HACER","UNA SEMANA INCREÍBLE","La Pantera;Nach;SFDK",2024-09-27,202319,48,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"hip hop latino,rap","lapanterabby",0.535,0.672,8,-7.447,0,0.441,0.407,0,0.119,0.696,166.27,4
spotify:track:0d2QCzEJzbxdm2C4PBKMn4,"ASHE","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,156097,55,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.763,0.784,7,-6.941,0,0.0531,0.237,0,0.106,0.841,123.041,4
spotify:track:4mBIls9yfhL63arD3TvvTC,"PINKY PROMISE","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,122448,60,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.696,0.569,8,-9.275,0,0.23,0.423,0,0.14,0.585,147.013,4
spotify:track:4Rol6eMtZknJ7lEjUZVcCg,"2030","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,122659,53,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.626,0.836,8,-4.597,1,0.0391,0.268,0.00000302,0.0902,0.845,90.258,4
spotify:track:781BC0USHVKjTjM0dToE05,"NO ES MI VIDA REAL","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,129624,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.592,0.625,5,-8.754,0,0.402,0.309,0,0.0983,0.628,127.504,5
spotify:track:2f86WSiu9K6bXov0SDDSWL,"NOWADAYS","UNA SEMANA INCREÍBLE","La Pantera;Hecky",2024-09-27,181849,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.643,0.655,4,-7.942,1,0.29,0.488,0,0.0961,0.415,99.308,4
spotify:track:6rqcQ3llMOqsWrWT5X3Rvp,"CALIFORNIA","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,146250,47,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.653,0.596,8,-7.852,1,0.099,0.183,0,0.219,0.778,96.422,4
spotify:track:0qXQUj2YmzOoeJhzH7mdlC,"VERANO - INVIERNO","UNA SEMANA INCREÍBLE","La Pantera;Lucho RK;Raul Clyde",2024-09-27,252727,48,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.605,0.499,0,-7.166,1,0.167,0.369,0,0.124,0.478,82.502,4
spotify:track:0DI180XY3gmm2FgOXfRdIW,"WONDERFUL WEEKS","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,156867,42,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.403,0.706,9,-6.838,1,0.0873,0.404,0,0.0541,0.343,81.137,4
spotify:track:18yJuVxS25a1MLcLncFUE5,"RECUERDOS AL PERRO","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,153333,44,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.695,0.476,1,-9.516,0,0.362,0.325,0,0.106,0.367,89.94,4
spotify:track:4QwXhqZNr9vgJKkhk1Hae4,"ME ARREPENTÍ","UNA SEMANA INCREÍBLE","La Pantera;EL IMA",2024-09-27,186315,45,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.696,0.494,2,-8.274,1,0.0845,0.382,0,0.0937,0.281,94.918,4
spotify:track:6PtATmdB62Ic6eW3w6DcsM,"AMORTAL","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,167741,46,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.542,0.545,6,-5.539,1,0.152,0.117,0.00000186,0.374,0.661,92.265,4
spotify:track:2zxNAlJGOZSK01Jy6dYQlz,"MORE MONEY MORE FEELINGS","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,158100,46,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.602,0.513,2,-7.794,1,0.377,0.152,0,0.129,0.154,151.9,4
spotify:track:1X3JSLPj3GjXMgYjGAuCMl,"VICIO","UNA SEMANA INCREÍBLE","La Pantera;Soge Culebra",2024-09-27,190909,44,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.551,0.382,6,-9.617,0,0.414,0.43,0,0.0856,0.421,87.16,4
spotify:track:72mVB1CKXguqZ2OIIxKvmh,"HOME IS HOME","UNA SEMANA INCREÍBLE","La Pantera;Maikel Delacalle",2024-09-27,196146,46,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"trap latino","lapanterabby",0.699,0.504,8,-9.179,1,0.247,0.567,0,0.216,0.693,91.798,4
spotify:track:6M5owObNWoGsyAMmBzsjGE,"GODLAND","UNA SEMANA INCREÍBLE","La Pantera",2024-09-27,150620,48,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:23Z,"","lapanterabby",0.804,0.525,10,-7.938,0,0.462,0.166,0.00000156,0.123,0.224,145.054,4
spotify:track:60GKG0wbJXlwYLV6JwpNkO,"BANE","TA FACIL","Lucho RK;La Pantera",2025-11-28,187350,65,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.816,0.485,1,-7.244,0,0.219,0.493,0,0.0828,0.412,125.1,4
spotify:track:7q0a8J8BbJa37unL0borYd,"SOÑASTE CON UN DRACO","TA FACIL","Lucho RK;La Pantera",2025-11-28,201671,63,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.781,0.708,7,-5.722,1,0.114,0.393,0,0.108,0.436,92.053,4
spotify:track:5tRP1jUuRF6H8eGEdOWdgf,"LIP SYNC","TA FACIL","Lucho RK;La Pantera",2025-11-28,165992,63,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.603,0.685,9,-5.721,0,0.306,0.402,0,0.404,0.664,177.896,4
spotify:track:3hKxsqe22uXTQXpABbLwGN,"TU CANCION","TA FACIL","Lucho RK;La Pantera",2025-11-28,168411,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.72,0.831,9,-3.237,0,0.0364,0.158,0.00000196,0.105,0.446,91.97,4
spotify:track:1ouj0AkMXny8V1su2tuoci,"TOCATE SOLA","TA FACIL","Lucho RK;La Pantera",2025-11-28,175681,68,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.626,0.809,7,-6.285,1,0.0554,0.394,0,0.109,0.413,94.029,4
spotify:track:7wHXS6QZBsliTASlAV8nUw,"PINKY PROMISE 2","TA FACIL","La Pantera;Lucho RK;Pana YMB",2025-11-28,181374,56,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.737,0.58,8,-7.512,0,0.328,0.638,0,0.0997,0.587,147.019,4
spotify:track:4l0Tg7oAfrml9Ho6i1FGg0,"INESTABLE","TA FACIL","Lucho RK;La Pantera",2025-11-28,155407,64,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:50Z,"","Lucho RK, La Pantera",0.576,0.406,10,-11.399,0,0.383,0.716,0.000054,0.122,0.407,127.259,5
spotify:track:3vYFpgpkQF0EY5E9h9BF1r,"CUPIDOxX","LOS DEL GLAMOÜR","Juseph;La Pantera;Lucho RK",2025-12-05,216470,65,true,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:06:59Z,"","Juseph",0.763,0.734,5,-5.669,0,0.072,0.111,0,0.243,0.874,101.971,4
spotify:track:6hFzA2zbArwtGpmTQEsxnn,"PINKY PROMISE 2","PINKY PROMISE 2","La Pantera;Lucho RK;Pana YMB",2025-11-14,181374,72,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:04Z,"","Lucho RK, La Pantera",0.737,0.58,8,-7.512,0,0.328,0.638,0,0.0997,0.587,147.019,4
spotify:track:3A3ajqQck8286nM14LEGey,"Piel de Cordero","Piel de Cordero","Quevedo;La Pantera",2021-08-07,213647,67,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:08Z,"","Rimas Entertainment LLC.",0.827,0.54,11,-10.742,0,0.228,0.458,0.0000419,0.0963,0.256,128.027,4
spotify:track:05gv3HF0BJA9yatskmDtak,"LA SANYON - TANGOS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,149502,30,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.672,0.751,9,-4.353,1,0.0661,0.117,0,0.251,0.841,93.933,4
spotify:track:4JXgo6DmNeemweUohoxQbt,"MONCLER - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,163179,43,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.743,0.81,7,-4.315,0,0.0535,0.0989,0,0.286,0.729,102.999,4
spotify:track:5He13aHOFkxFvYSDWxkjsG,"LA NIÑA DEL RELOJERO - BULERÍAS","LAGRIMAS DE UN MALEANTE","Omar Montes;MARÍA TOLEDO",2024-05-30,150000,28,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.743,0.752,1,-4.713,1,0.389,0.328,0,0.253,0.92,115.228,3
spotify:track:4l8lz1PeXkDnE8nPrUu8Vn,"LEGENDARY - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,130430,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.649,0.752,7,-4.85,0,0.0613,0.205,0,0.122,0.691,99.002,4
spotify:track:4a4Bq1qFg7U0XGU1kAppqP,"PUÑALÁ - TANGUILLOS","LAGRIMAS DE UN MALEANTE","Omar Montes;Kiki Morente",2024-05-30,170206,29,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.724,0.947,11,-3.161,0,0.0758,0.162,0,0.0536,0.48,88.475,3
spotify:track:2Xt5O5XKn0f3xvqIiTaIxZ,"LA SEVILLANA - SEVILLANAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,220354,50,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.446,0.757,10,-3.593,0,0.0457,0.0584,0,0.338,0.905,126.685,4
spotify:track:7CsOowK8aWlxgjuZLW7pXA,"EL PANTALON - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes;Lola Indigo;Las Chuches",2024-05-30,193067,52,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.739,0.875,8,-5.247,1,0.31,0.382,0.0000771,0.206,0.775,120.05,4
spotify:track:0JbrdorcvjK68Tl3fNBdwi,"MATADOR - BULERIAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,129054,47,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.579,0.682,6,-4.774,0,0.181,0.274,0,0.0561,0.628,197.717,3
spotify:track:7bm6gxGDh5XRbuAlMLdOpM,"EL VEYRON - RUMBAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,148066,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.716,0.71,4,-5.189,0,0.0854,0.26,0,0.176,0.832,99.037,4
spotify:track:6hCnPN6HMbxbBnOFGC70Wu,"EL CANTANTE - SEVILLANAS","LAGRIMAS DE UN MALEANTE","Omar Montes",2024-05-30,118983,32,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.6,0.733,7,-4.644,0,0.0734,0.232,0,0.272,0.846,176.934,3
spotify:track:0B6zLhISm0afsdGWOrZsoX,"PACQUIAO (feat. Israel Fernández) - BULERIAS","LAGRIMAS DE UN MALEANTE","Omar Montes;Israel Fernández",2024-05-30,158946,33,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:07:37Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.339,0.523,1,-5.125,0,0.0399,0.399,0,0.123,0.247,82.387,5
spotify:track:6RyuoOJXNzlVWpfC5xQyeI,"Alocao (With Bad Gyal)","Alocao (With Bad Gyal)","Omar Montes;Bad Gyal",2019-10-24,209320,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:00Z,"flamenco,flamenco urbano,flamenco pop,neoperreo","Bad Gyal Aftercluv/Interscope",0.673,0.752,11,-4.705,0,0.0567,0.214,0.00000153,0.106,0.699,178.005,4
spotify:track:49kkoKoXAnjNRlxot1ZnlW,"YOTULOKO","YOTULOKO","Omar Montes;Rels B",2024-07-11,213699,59,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:04Z,"flamenco,flamenco urbano,flamenco pop,trap latino,urbano latino","Sony Music Latin",0.807,0.729,1,-4.077,0,0.0683,0.0794,0.00000253,0.039,0.666,97.02,4
spotify:track:5iilNoD56jD3FJ3bM9tMP0,"Arena y Sal","Arena y Sal","Omar Montes;SAIKO;Tunvao",2023-05-18,174415,58,false,vnubrek2s9o1fzz7lu062vu04,2026-02-15T17:08:08Z,"flamenco,flamenco urbano,flamenco pop","Sony Music Latin",0.722,0.782,5,-5.963,0,0.0524,0.598,0.00165,0.124,0.762,117.996,4
